oui,wifiChipManufacturer,estimatedDeviceCategory
001C4A,AVM GmbH,Non-mobile device
000B6A,Asiarock Technology Limited,Non-mobile device
40BA61,ARIMA Communications Corp.,Non-mobile device
1883BF,Arcadyan Technology Corporation,Non-mobile device
9C80DF,Arcadyan Technology Corporation,Non-mobile device
001CCC,BlackBerry RTS,Mobile phone
94EBCD,BlackBerry RTS,Mobile phone
644FB0,Hyunjin.com,Non-mobile device
001A2A,Arcadyan Technology Corporation,Non-mobile device
001D19,Arcadyan Technology Corporation,Non-mobile device
88252C,Arcadyan Technology Corporation,Non-mobile device
A4E4B8,BlackBerry RTS,Mobile phone
58671A,Barnes&Noble,Non-mobile device
BC0543,AVM GmbH,Non-mobile device
002675,Aztech Electronics Pte Ltd,Mobile phone
001F3F,AVM GmbH,Non-mobile device
0020D6,"Breezecom, Ltd.",Non-mobile device
001018,Broadcom,Non-mobile device
001BE9,Broadcom,Non-mobile device
008077,"Brother industries, LTD.",Non-mobile device
029D8E,"CARDIAC RECORDERS, INC.",Non-mobile device
FC2F40,"Calxeda, Inc.",Non-mobile device
0026E4,Canal +,Non-mobile device
389496,"Samsung Electronics Co.,Ltd",Mobile phone
0CB319,"Samsung Electronics Co.,Ltd",Mobile phone
08EE8B,"Samsung Electronics Co.,Ltd",Mobile phone
A89FBA,"Samsung Electronics Co.,Ltd",Mobile phone
FC1910,"Samsung Electronics Co.,Ltd",Mobile phone
083D88,"Samsung Electronics Co.,Ltd",Mobile phone
5C2E59,"Samsung Electronics Co.,Ltd",Mobile phone
646CB2,"Samsung Electronics Co.,Ltd",Mobile phone
F884F2,"Samsung Electronics Co.,Ltd",Mobile phone
14B484,"Samsung Electronics Co.,Ltd",Mobile phone
608F5C,"Samsung Electronics Co.,Ltd",Mobile phone
4CBCA5,"Samsung Electronics Co.,Ltd",Mobile phone
78595E,"Samsung Electronics Co.,Ltd",Mobile phone
B0D09C,"Samsung Electronics Co.,Ltd",Mobile phone
4CA56D,"Samsung Electronics Co.,Ltd",Mobile phone
A48431,"Samsung Electronics Co.,Ltd",Mobile phone
E4F8EF,"Samsung Electronics Co.,Ltd",Mobile phone
1432D1,"Samsung Electronics Co.,Ltd",Mobile phone
E458E7,"Samsung Electronics Co.,Ltd",Mobile phone
8CBFA6,"Samsung Electronics Co.,Ltd",Mobile phone
7840E4,"Samsung Electronics Co.,Ltd",Mobile phone
9000DB,"Samsung Electronics Co.,Ltd",Mobile phone
183A2D,"Samsung Electronics Co.,Ltd",Mobile phone
08373D,"Samsung Electronics Co.,Ltd",Mobile phone
50F520,"Samsung Electronics Co.,Ltd",Mobile phone
A4EBD3,"Samsung Electronics Co.,Ltd",Mobile phone
28987B,"Samsung Electronics Co.,Ltd",Mobile phone
F40E22,"Samsung Electronics Co.,Ltd",Mobile phone
9C3AAF,"Samsung Electronics Co.,Ltd",Mobile phone
0270B3,DATA RECALL LTD.,Non-mobile device
000FF6,DARFON LIGHTING CORP,Non-mobile device
702559,CyberTAN Technology Inc.,Non-mobile device
0090D6,"Crystal Group, Inc.",Non-mobile device
001DAA,DrayTek Corp.,Non-mobile device
02CF1C,Communication Machinery Corporation,Non-mobile device
0C75BD,"Cisco Systems, Inc",Non-mobile device
38F0C8,Livestream,Non-mobile device
0C1167,"Cisco Systems, Inc",Non-mobile device
001982,SmarDTV,Non-mobile device
10C6FC,Garmin International,Non-mobile device
00E000,FUJITSU LIMITED,Non-mobile device
00000E,FUJITSU LIMITED,Non-mobile device
002326,FUJITSU LIMITED,Non-mobile device
0007CB,FREEBOX SAS,Non-mobile device
3C591E,"TCL King Electrical Appliances (Huizhou) Co., Ltd",Mobile phone
002682,"Gemtek Technology Co., Ltd.",Non-mobile device
001A73,"Gemtek Technology Co., Ltd.",Non-mobile device
00904B,"Gemtek Technology Co., Ltd.",Non-mobile device
D86BF7,"Nintendo Co., Ltd.",Non-mobile device
A4C0E1,"Nintendo Co., Ltd.",Non-mobile device
34AF2C,"Nintendo Co., Ltd.",Non-mobile device
8CCDE8,"Nintendo Co., Ltd.",Non-mobile device
9CE635,"Nintendo Co., Ltd.",Non-mobile device
F44D17,"GOLDCARD HIGH-TECH CO.,LTD.",Non-mobile device
001E35,"Nintendo Co., Ltd.",Non-mobile device
001FC5,"Nintendo Co., Ltd.",Non-mobile device
0021BD,"Nintendo Co., Ltd.",Non-mobile device
002709,"Nintendo Co., Ltd.",Non-mobile device
E84ECE,"Nintendo Co., Ltd.",Non-mobile device
0009BF,"Nintendo Co., Ltd.",Non-mobile device
001AE9,"Nintendo Co., Ltd.",Non-mobile device
001CBE,"Nintendo Co., Ltd.",Non-mobile device
002403,Nokia Danmark A/S,Mobile phone
002265,Nokia Danmark A/S,Mobile phone
0019B7,Nokia Danmark A/S,Mobile phone
002404,Nokia Danmark A/S,Mobile phone
0002EE,Nokia Danmark A/S,Mobile phone
001C9A,Nokia Danmark A/S,Mobile phone
001F01,Nokia Danmark A/S,Mobile phone
000EED,Nokia Danmark A/S,Mobile phone
001E3A,Nokia Danmark A/S,Mobile phone
001A89,Nokia Danmark A/S,Mobile phone
0021AA,Nokia Danmark A/S,Mobile phone
002669,Nokia Danmark A/S,Mobile phone
0022FD,Nokia Danmark A/S,Mobile phone
002109,Nokia Danmark A/S,Mobile phone
002108,Nokia Danmark A/S,Mobile phone
001D6E,Nokia Danmark A/S,Mobile phone
001B33,Nokia Danmark A/S,Mobile phone
ECF35B,Nokia Corporation,Mobile phone
EC9B5B,Nokia Corporation,Mobile phone
BCC6DB,Nokia Corporation,Mobile phone
B83241,"Wuhan Tianyu Information Industry Co., Ltd.",Non-mobile device
9897D1,MitraStar Technology Corp.,Non-mobile device
94C960,"Zhongshan B&T technology.co.,ltd",Non-mobile device
001479,"NEC Magnus Communications,Ltd.",Non-mobile device
0821EF,"Samsung Electronics Co.,Ltd",Mobile phone
A0CBFD,"Samsung Electronics Co.,Ltd",Mobile phone
34145F,"Samsung Electronics Co.,Ltd",Mobile phone
B462AD,Elysia Germany GmbH,Non-mobile device
747818,Jurumani Solutions,Non-mobile device
803896,SHARP Corporation,Non-mobile device
80D160,Integrated Device Technology (Malaysia) Sdn. Bhd.,Non-mobile device
686E23,Wi3 Inc.,Non-mobile device
B8A175,"Roku, Inc.",Non-mobile device
0080E5,NetApp,Non-mobile device
002340,MiXTelematics,Non-mobile device
00AF1F,"Cisco Systems, Inc",Non-mobile device
4CCC6A,"Micro-Star INTL CO., LTD.",Non-mobile device
985BB0,KMDATA INC.,Non-mobile device
6C8FB5,Microsoft Mobile Oy,Mobile phone
245EBE,"QNAP Systems, Inc.",Non-mobile device
A89352,"SHANGHAI ZHONGMI COMMUNICATION TECHNOLOGY CO.,LTD",Non-mobile device
AC5F3E,SAMSUNG ELECTRO-MECHANICS(THAILAND),Mobile phone
70661B,Sonova AG,Non-mobile device
1C98EC,Hewlett Packard Enterprise,Non-mobile device
9C9D5D,Raden Inc,Non-mobile device
E8FD72,"SHANGHAI LINGUO TECHNOLOGY CO., LTD.",Non-mobile device
98BB1E,BYD Precision Manufacture Company Ltd.,Non-mobile device
EC438B,YAPTV,Non-mobile device
1866DA,Dell Inc.,Non-mobile device
981FB1,"Shenzhen Lemon Network Technology Co.,Ltd",Non-mobile device
40476A,AG Acquisition Corp. d.b.a. ASTRO Gaming,Non-mobile device
A4BF01,Intel Corporate,Non-mobile device
509EA7,"Samsung Electronics Co.,Ltd",Mobile phone
DCCF96,"Samsung Electronics Co.,Ltd",Mobile phone
0004C6,"YAMAHA MOTOR CO.,LTD",Mobile phone
14D11F,"HUAWEI TECHNOLOGIES CO.,LTD",Mobile phone
54511B,"HUAWEI TECHNOLOGIES CO.,LTD",Mobile phone
68536C,"SPnS Co.,Ltd",Non-mobile device
005BA1,"shanghai huayuan chuangxin software CO., LTD.",Non-mobile device
B07E70,Zadara Storage Ltd.,Non-mobile device
405EE1,"Shenzhen H&T Intelligent Control Co.,Ltd.",Non-mobile device
10F005,Intel Corporate,Non-mobile device
D463FE,Arcadyan Corporation,Non-mobile device
9466E7,WOM Engineering,Non-mobile device
F8A188,LED Roadway Lighting,Non-mobile device
001174," Mojo Networks, Inc.",Non-mobile device
BC15AC,Vodafone Italia S.p.A.,Non-mobile device
140C5B,PLNetworks,Non-mobile device
D0B0CD,Moen,Non-mobile device
0071C2,PEGATRON CORPORATION,Non-mobile device
DCFE07,PEGATRON CORPORATION,Non-mobile device
E47E66,"HUAWEI TECHNOLOGIES CO.,LTD",Mobile phone
9C741A,"HUAWEI TECHNOLOGIES CO.,LTD",Mobile phone
EC93ED,DDoS-Guard LTD,Non-mobile device
4C72B9,PEGATRON CORPORATION,Non-mobile device
F462D0,"Not for Radio, LLC",Non-mobile device
94513D,"iSmart Alarm, Inc.",Non-mobile device
C89CDC,"Elitegroup Computer Systems Co.,Ltd.",Non-mobile device
002511,"Elitegroup Computer Systems Co.,Ltd.",Non-mobile device
000E03,Emulex Corporation,Non-mobile device
001BB9,"Elitegroup Computer Systems Co.,Ltd.",Non-mobile device
001921,"Elitegroup Computer Systems Co.,Ltd.",Non-mobile device
00142A,"Elitegroup Computer Systems Co.,Ltd.",Non-mobile device
0001F4,Enterasys,Non-mobile device
487ADA,"Hangzhou H3C Technologies Co., Limited",Non-mobile device
1C7370,Neotech,Non-mobile device
200A5E,"Xiangshan Giant Eagle Technology Developing Co., Ltd.",Non-mobile device
30E37A,Intel Corporate,Non-mobile device
4CA003,T-21 Technologies LLC,Non-mobile device
F0EE58,PACE Telematics GmbH,Non-mobile device
A08CFD,Hewlett Packard,Non-mobile device
4000E0,Derek(Shaoguan)Limited,Non-mobile device
001397,Oracle Corporation ,Non-mobile device
00A0A4,Oracle Corporation ,Non-mobile device
A4E597,Gessler GmbH,Non-mobile device
0024F4,"Kaminario, Ltd.",Non-mobile device
001D08,"Jiangsu Yinhe  Electronics Co.,Ltd.",Non-mobile device
0018D7,"JAVAD GNSS, Inc.",Non-mobile device
001C6C,30805,Non-mobile device
00A0B0,"I-O DATA DEVICE, INC.",Non-mobile device
00E0CF,INTEGRATED DEVICE,Non-mobile device
547F54,INGENICO,Non-mobile device
48C049,Broad Telecom SA,Non-mobile device
DC38E1,Juniper Networks,Non-mobile device
40A677,Juniper Networks,Non-mobile device
0C8610,Juniper Networks,Non-mobile device
EC3EF7,Juniper Networks,Non-mobile device
0014F6,Juniper Networks,Non-mobile device
00121E,Juniper Networks,Non-mobile device
0010DB,Juniper Networks,Non-mobile device
307C5E,Juniper Networks,Non-mobile device
841888,Juniper Networks,Non-mobile device
40B4F0,Juniper Networks,Non-mobile device
002688,Juniper Networks,Non-mobile device
0017CB,Juniper Networks,Non-mobile device
E0A3AC,"HUAWEI TECHNOLOGIES CO.,LTD",Mobile phone
E00EDA,"Cisco Systems, Inc",Non-mobile device
6C2483,Microsoft Mobile Oy,Mobile phone
848319,"Hangzhou Zero Zero Technology Co., Ltd.",Non-mobile device
001F20,Logitech Europe SA,Non-mobile device
882012,LMI Technologies,Non-mobile device
002382,"Lih Rong electronic Enterprise Co., Ltd.",Non-mobile device
88795B,"Konka Group Co., Ltd.",Non-mobile device
001A34,"Konka Group Co., Ltd.",Non-mobile device
20A90E,TCT mobile ltd,Mobile phone
8C99E6,TCT mobile ltd,Mobile phone
745C9F,TCT mobile ltd,Mobile phone
0CBD51,TCT mobile ltd,Mobile phone
E42D02,TCT mobile ltd,Mobile phone
3CE5A6,"Hangzhou H3C Technologies Co., Limited",Non-mobile device
3C8C40,"Hangzhou H3C Technologies Co., Limited",Non-mobile device
B04519,TCT mobile ltd,Mobile phone
A81559,"Breathometer, Inc.",Non-mobile device
C09727,SAMSUNG ELECTRO-MECHANICS(THAILAND),Mobile phone
2C5A8D,SYSTRONIK Elektronik u. Systemtechnik GmbH,Non-mobile device
8C897A,AUGTEK,Non-mobile device
54EDA3,"Navdy, Inc.",Non-mobile device
046565,Testop,Non-mobile device
042758,"HUAWEI TECHNOLOGIES CO.,LTD",Mobile phone
3C92DC,Octopod Technology Co. Ltd.,Non-mobile device
6038E0,Belkin International Inc.,Non-mobile device
F0FDA0,Acurix Networks Pty Ltd,Non-mobile device
3876D1,Euronda SpA,Non-mobile device
C48F07,"Shenzhen Yihao Hulian Science and Technology Co., Ltd.",Non-mobile device
009E1E,"Cisco Systems, Inc",Non-mobile device
002550,"Riverbed Technology, Inc.",Non-mobile device
D85B2A,"Samsung Electronics Co.,Ltd",Mobile phone
ACC33A,"Samsung Electronics Co.,Ltd",Mobile phone
F45B73,"Wanjiaan Interconnected Technology Co., Ltd",Non-mobile device
0021E2,visago Systems & Controls GmbH & Co. KG,Non-mobile device
28F10E,Dell Inc.,Non-mobile device
C4A366,zte corporation,Mobile phone
0014B4,General Dynamics United Kingdom Ltd,Non-mobile device
A0B437, GD Mission Systems,Non-mobile device
5052D2,"Hangzhou Telin Technologies Co., Limited",Non-mobile device
1CD6BD,"LEEDARSON LIGHTING CO., LTD.",Non-mobile device
9CDD1F,"Intelligent Steward Co.,Ltd",Non-mobile device
00EBD5,"Cisco Systems, Inc",Non-mobile device
1C7B23,"Qingdao Hisense Communications Co.,Ltd.",Non-mobile device
90CF7D,"Qingdao Hisense Communications Co.,Ltd.",Non-mobile device
F8F082,NAG LLC,Non-mobile device
40F413,Rubezh,Non-mobile device
2C094D,"Raptor Engineering, LLC",Non-mobile device
88797E,"Motorola Mobility LLC, a Lenovo Company",Mobile phone
40C729,Sagemcom Broadband SAS,Non-mobile device
AC040B,"Peloton Interactive, Inc",Non-mobile device
006074,QSC LLC,Non-mobile device
34ED0B," Shanghai XZ-COM.CO.,Ltd.",Non-mobile device
0010C1,"OI ELECTRIC CO.,LTD",Non-mobile device
206A8A,Wistron Infocomm (Zhongshan) Corporation,Non-mobile device
F0DEF1,Wistron Infocomm (Zhongshan) Corporation,Non-mobile device
F80F41,Wistron Infocomm (Zhongshan) Corporation,Non-mobile device
94DF4E,"Wistron InfoComm(Kunshan)Co.,Ltd.",Non-mobile device
48A9D2,Wistron Neweb Corporation,Non-mobile device
683E34,"MEIZU Technology Co., Ltd.",Non-mobile device
001EC0,Microchip Technology Inc.,Non-mobile device
3C0771,Sony Corporation,Non-mobile device
D8D43C,Sony Corporation,Non-mobile device
00A012,"Telco Systems, Inc. ",Non-mobile device
94611E,"Wata Electronics Co.,Ltd. ",Non-mobile device
5CA86A,"HUAWEI TECHNOLOGIES CO.,LTD",Mobile phone
000A68,Solarflare Communications Inc,Non-mobile device
0CD502,Westell Technologies Inc.,Non-mobile device
001636,QUANTA COMPUTER INC.,Non-mobile device
00C09F,QUANTA COMPUTER INC.,Non-mobile device
54AB3A,QUANTA COMPUTER INC.,Non-mobile device
089E01,QUANTA COMPUTER INC.,Non-mobile device
00199D,"Vizio, Inc",Non-mobile device
6C0B84,"Universal Global Scientific Industrial Co., Ltd.",Non-mobile device
E4509A,HW Communications Ltd,Non-mobile device
702900,"Shenzhen ChipTrip Technology Co,Ltd",Non-mobile device
204C03,Aruba Networks,Non-mobile device
90F052,"MEIZU Technology Co., Ltd.",Non-mobile device
000E1E,QLogic Corporation,Non-mobile device
D8EB97,"TRENDnet, Inc.",Non-mobile device
146102,"Alpine Electronics, Inc.",Non-mobile device
9003B7,PARROT SA,Non-mobile device
0CFE45,Sony Interactive Entertainment Inc.,Non-mobile device
F8D0AC,Sony Interactive Entertainment Inc.,Non-mobile device
00D9D1,Sony Interactive Entertainment Inc.,Non-mobile device
00041F,Sony Interactive Entertainment Inc.,Non-mobile device
001D0D,Sony Interactive Entertainment Inc.,Non-mobile device
7CC709,"SHENZHEN RF-LINK TECHNOLOGY CO.,LTD.",Non-mobile device
38B8EB,IEEE Registration Authority,Non-mobile device
38FDFE,IEEE Registration Authority,Non-mobile device
7C477C,IEEE Registration Authority,Non-mobile device
50FF99,IEEE Registration Authority,Non-mobile device
6891D0,IEEE Registration Authority,Non-mobile device
283638,IEEE Registration Authority,Non-mobile device
2C6A6F,IEEE Registration Authority,Non-mobile device
BC3400,IEEE Registration Authority,Non-mobile device
B437D1,IEEE Registration Authority,Non-mobile device
D455BE,"SHENZHEN FAST TECHNOLOGIES CO.,LTD",Non-mobile device
F40E11,IEEE Registration Authority,Non-mobile device
A43BFA,IEEE Registration Authority,Non-mobile device
CC1BE0,IEEE Registration Authority,Non-mobile device
807B85,IEEE Registration Authority,Non-mobile device
549A11,IEEE Registration Authority,Non-mobile device
B8D812,IEEE Registration Authority,Non-mobile device
1CCAE3,IEEE Registration Authority,Non-mobile device
7419F8,IEEE Registration Authority,Non-mobile device
1C21D1,IEEE Registration Authority,Non-mobile device
80E4DA,IEEE Registration Authority,Non-mobile device
2CD141,IEEE Registration Authority,Non-mobile device
8CA6DF,"TP-LINK TECHNOLOGIES CO.,LTD.",Non-mobile device
00E091,LG Electronics,Mobile phone
6CD032,LG Electronics,Mobile phone
C041F6,LG ELECTRONICS INC,Mobile phone
404AD4,Widex A/S,Non-mobile device
0022CF,PLANEX COMMUNICATIONS INC.,Non-mobile device
A84E3F,Hitron Technologies. Inc,Non-mobile device
00A742,"Cisco Systems, Inc",Non-mobile device
001478,"TP-LINK TECHNOLOGIES CO.,LTD.",Non-mobile device
00167A,Skyworth Overseas Development Ltd.,Non-mobile device
28BE03,TCT mobile ltd,Mobile phone
F4C613,"Alcatel-Lucent Shanghai Bell Co., Ltd",Mobile phone
D826B9,"Guangdong Coagent Electronics S&amp;T Co.,Ltd.",Non-mobile device
FCB0C4,"Shanghai DareGlobal Technologies Co.,Ltd",Non-mobile device
24AF4A,Alcatel-Lucent IPD,Mobile phone
001AF0,Alcatel-Lucent IPD,Mobile phone
AC9CE4,"Alcatel-Lucent Shanghai Bell Co., Ltd",Mobile phone
D84710,Sichuan Changhong Electric Ltd.,Non-mobile device
000E40,Nortel Networks,Non-mobile device
001158,Nortel Networks,Non-mobile device
0011F9,Nortel Networks,Non-mobile device
000F6A,Nortel Networks,Non-mobile device
001283,Nortel Networks,Non-mobile device
000438,Nortel Networks,Non-mobile device
002347,ProCurve Networking by HP,Non-mobile device
002561,ProCurve Networking by HP,Non-mobile device
008058,PRINTER SYSTEMS CORP.,Non-mobile device
00140D,Nortel Networks,Non-mobile device
001765,Nortel Networks,Non-mobile device
0018B0,Nortel Networks,Non-mobile device
001B25,Nortel Networks,Non-mobile device
001DAF,Nortel Networks,Non-mobile device
00166D,"Yulong Computer Telecommunication Scientific (Shenzhen) Co.,Ltd",Non-mobile device
0016F2,"Dmobile System Co., Ltd.",Mobile phone
000138,XAVi Technologies Corp.,Non-mobile device
3C9157,"Yulong Computer Telecommunication Scientific (Shenzhen) Co.,Ltd",Non-mobile device
0000D8,"Novell, Inc.",Non-mobile device
001087,XSTREAMIS PLC,Non-mobile device
7C0623,Ultra Electronics Sonar System Division,Non-mobile device
002555,Visonic Technologies 1993 Ltd.,Non-mobile device
48FD8E,"HUAWEI TECHNOLOGIES CO.,LTD",Mobile phone
244427,"HUAWEI TECHNOLOGIES CO.,LTD",Mobile phone
B4A984,Symantec Corporation,Non-mobile device
34074F,"AccelStor, Inc.",Non-mobile device
58E876,IEEE Registration Authority,Non-mobile device
3C2DB7,Texas Instruments,Non-mobile device
0023D4,Texas Instruments,Non-mobile device
001831,Texas Instruments,Non-mobile device
D08CB5,Texas Instruments,Non-mobile device
B4EED4,Texas Instruments,Non-mobile device
CC8CE3,Texas Instruments,Non-mobile device
102EAF,Texas Instruments,Non-mobile device
647BD4,Texas Instruments,Non-mobile device
0017E8,Texas Instruments,Non-mobile device
0017E6,Texas Instruments,Non-mobile device
B0B448,Texas Instruments,Non-mobile device
505663,Texas Instruments,Non-mobile device
3C7DB1,Texas Instruments,Non-mobile device
40984E,Texas Instruments,Non-mobile device
0012D1,Texas Instruments,Non-mobile device
88C255,Texas Instruments,Non-mobile device
E0C79D,Texas Instruments,Non-mobile device
9059AF,Texas Instruments,Non-mobile device
B4994C,Texas Instruments,Non-mobile device
70FF76,Texas Instruments,Non-mobile device
507224,Texas Instruments,Non-mobile device
506583,Texas Instruments,Non-mobile device
BC282C,e-Smart Systems Pvt. Ltd,Non-mobile device
546C0E,Texas Instruments,Non-mobile device
D8E72B,"NetScout Systems, Inc.",Non-mobile device
04FEA1,"Fihonest communication co.,Ltd",Non-mobile device
2CAC44,CONEXTOP,Non-mobile device
A8BD27,Hewlett Packard Enterprise,Non-mobile device
981E0F,Jeelan (Shanghai Jeelan Technology Information Inc,Non-mobile device
548CA0,Liteon Technology Corporation,Non-mobile device
001CA8,AirTies Wireless Networks,Non-mobile device
0017D5,"Samsung Electronics Co.,Ltd",Mobile phone
001247,"Samsung Electronics Co.,Ltd",Mobile phone
E4121D,"Samsung Electronics Co.,Ltd",Mobile phone
684898,"Samsung Electronics Co.,Ltd",Mobile phone
F409D8,SAMSUNG ELECTRO-MECHANICS(THAILAND),Mobile phone
B479A7,SAMSUNG ELECTRO-MECHANICS(THAILAND),Mobile phone
002339,"Samsung Electronics Co.,Ltd",Mobile phone
D487D8,"Samsung Electronics Co.,Ltd",Mobile phone
184617,"Samsung Electronics Co.,Ltd",Mobile phone
5001BB,"Samsung Electronics Co.,Ltd",Mobile phone
380A94,"Samsung Electronics Co.,Ltd",Mobile phone
D857EF,"Samsung Electronics Co.,Ltd",Mobile phone
1C66AA,"Samsung Electronics Co.,Ltd",Mobile phone
58C38B,"Samsung Electronics Co.,Ltd",Mobile phone
001EE2,"Samsung Electronics Co.,Ltd",Mobile phone
001C43,"Samsung Electronics Co.,Ltd",Mobile phone
001D25,"Samsung Electronics Co.,Ltd",Mobile phone
3C5A37,"Samsung Electronics Co.,Ltd",Mobile phone
549B12,"Samsung Electronics Co.,Ltd",Mobile phone
3C8BFE,"Samsung Electronics Co.,Ltd",Mobile phone
00265D,"Samsung Electronics Co.,Ltd",Mobile phone
D4E8B2,"Samsung Electronics Co.,Ltd",Mobile phone
0808C2,"Samsung Electronics Co.,Ltd",Mobile phone
B0C4E7,"Samsung Electronics Co.,Ltd",Mobile phone
D890E8,"Samsung Electronics Co.,Ltd",Mobile phone
34AA8B,"Samsung Electronics Co.,Ltd",Mobile phone
24C696,"Samsung Electronics Co.,Ltd",Mobile phone
181EB0,"Samsung Electronics Co.,Ltd",Mobile phone
20D390,"Samsung Electronics Co.,Ltd",Mobile phone
343111,"Samsung Electronics Co.,Ltd",Mobile phone
34BE00,"Samsung Electronics Co.,Ltd",Mobile phone
78521A,"Samsung Electronics Co.,Ltd",Mobile phone
18D276,"HUAWEI TECHNOLOGIES CO.,LTD",Mobile phone
7825AD,"Samsung Electronics Co.,Ltd",Mobile phone
F4D9FB,"Samsung Electronics Co.,Ltd",Mobile phone
0017C9,"Samsung Electronics Co.,Ltd",Mobile phone
00166B,"Samsung Electronics Co.,Ltd",Mobile phone
00166C,"Samsung Electronics Co.,Ltd",Mobile phone
E47CF9,"Samsung Electronics Co.,Ltd",Mobile phone
90187C,"SAMSUNG ELECTRO MECHANICS CO., LTD.",Mobile phone
FC1F19,"SAMSUNG ELECTRO MECHANICS CO., LTD.",Mobile phone
50CCF8,"SAMSUNG ELECTRO MECHANICS CO., LTD.",Mobile phone
980C82,"SAMSUNG ELECTRO MECHANICS CO., LTD.",Mobile phone
002119,"SAMSUNG ELECTRO MECHANICS CO., LTD.",Mobile phone
002454,"Samsung Electronics Co.,Ltd",Mobile phone
20D5BF,"Samsung Electronics Co.,Ltd",Mobile phone
30CDA7,"Samsung Electronics Co.,Ltd",Mobile phone
5C0A5B,"SAMSUNG ELECTRO MECHANICS CO., LTD.",Mobile phone
543530,"Hon Hai Precision Ind. Co.,Ltd.",Non-mobile device
300ED5,"Hon Hai Precision Ind. Co.,Ltd.",Non-mobile device
D02788,"Hon Hai Precision Ind. Co.,Ltd.",Non-mobile device
0014A4,"Hon Hai Precision Ind. Co.,Ltd.",Non-mobile device
0016CE,"Hon Hai Precision Ind. Co.,Ltd.",Non-mobile device
001DD9,"Hon Hai Precision Ind. Co.,Ltd.",Non-mobile device
001FE2,"Hon Hai Precision Ind. Co.,Ltd.",Non-mobile device
002269,"Hon Hai Precision Ind. Co.,Ltd.",Non-mobile device
40490F,"Hon Hai Precision Ind. Co.,Ltd.",Non-mobile device
28565A,"Hon Hai Precision Ind. Co.,Ltd.",Non-mobile device
001F3A,"Hon Hai Precision Ind. Co.,Ltd.",Non-mobile device
506313,"Hon Hai Precision Ind. Co.,Ltd.",Non-mobile device
78E400,"Hon Hai Precision Ind. Co.,Ltd.",Non-mobile device
8C7CB5,"Hon Hai Precision Ind. Co.,Ltd.",Non-mobile device
EC55F9,"Hon Hai Precision Ind. Co.,Ltd.",Non-mobile device
C03896,"Hon Hai Precision Ind. Co.,Ltd.",Non-mobile device
2C337A,"Hon Hai Precision Ind. Co.,Ltd.",Non-mobile device
ACD1B8,"Hon Hai Precision Ind. Co.,Ltd.",Non-mobile device
48E244,"Hon Hai Precision Ind. Co.,Ltd.",Non-mobile device
30F772,"Hon Hai Precision Ind. Co.,Ltd.",Non-mobile device
90489A,"Hon Hai Precision Ind. Co.,Ltd.",Non-mobile device
9439E5,"Hon Hai Precision Ind. Co.,Ltd.",Non-mobile device
5C8613,"Beijing Zhoenet Technology Co., Ltd",Non-mobile device
C8B21E,CHIPSEA TECHNOLOGIES (SHENZHEN) CORP.,Non-mobile device
503F98,CMITECH,Non-mobile device
B072BF,"Murata Manufacturing Co., Ltd.",Non-mobile device
600B03,"Hangzhou H3C Technologies Co., Limited",Non-mobile device
A41437,"Hangzhou Hikvision Digital Technology Co.,Ltd.",Non-mobile device
884CCF,"Pulzze Systems, Inc",Non-mobile device
38521A,Nokia,Mobile phone
84DBFC,Nokia,Mobile phone
143E60,Nokia,Mobile phone
D4E33F,Nokia,Mobile phone
5454CF,"PROBEDIGITAL CO.,LTD",Non-mobile device
F0D5BF,Intel Corporate,Non-mobile device
C87E75,"Samsung Electronics Co.,Ltd",Mobile phone
00233A,"Samsung Electronics Co.,Ltd",Mobile phone
1C9D3E,Integrated Device Technology (Malaysia) Sdn. Bhd.,Non-mobile device
748A69,"Korea Image Technology Co., Ltd",Non-mobile device
30B64F,Juniper Networks,Non-mobile device
DC0D30,"Shenzhen Feasycom Technology Co., Ltd.",Non-mobile device
008731,"Cisco Systems, Inc",Non-mobile device
B4EFFA,"Lemobile Information Technology (Beijing) Co., Ltd.",Mobile phone
9495A0,"Google, Inc.",Mobile phone
0005EE,Vanderbilt International (SWE) AB ,Non-mobile device
38D547,ASUSTek COMPUTER INC.,Non-mobile device
383A21,IEEE Registration Authority,Non-mobile device
4CF95D,"HUAWEI TECHNOLOGIES CO.,LTD",Mobile phone
8421F1,"HUAWEI TECHNOLOGIES CO.,LTD",Mobile phone
707990,"HUAWEI TECHNOLOGIES CO.,LTD",Mobile phone
CCFD17,TCT mobile ltd,Mobile phone
3C8BCD,"Alcatel-Lucent Shanghai Bell Co., Ltd",Mobile phone
E43ED7,Arcadyan Corporation,Non-mobile device
248894,shenzhen lensun Communication Technology LTD,Non-mobile device
60A4D0,"Samsung Electronics Co.,Ltd",Mobile phone
00B0CE,Viveris Technologies,Non-mobile device
E00DB9,"Cree, Inc.",Non-mobile device
40FE0D,MAXIO,Non-mobile device
9840BB,Dell Inc.,Non-mobile device
E04FBD,"SICHUAN TIANYI COMHEART TELECOMCO.,LTD",Non-mobile device
00B0E1,"Cisco Systems, Inc",Non-mobile device
0006F4,Prime Electronics & Satellitics Inc.,Non-mobile device
ACE77B,"SICHUAN TIANYI COMHEART TELECOMCO.,LTD",Non-mobile device
24A43C,Ubiquiti Networks Inc.,Non-mobile device
D4E90B,"CVT CO.,LTD",Non-mobile device
788A20,Ubiquiti Networks Inc.,Non-mobile device
28EE52,"TP-LINK TECHNOLOGIES CO.,LTD.",Non-mobile device
